No,Nama Akun,Link Post,Tipe Post,Tanggal,Durasi,View,Like,Comment,Saved,Share,Kategori,Tipe Konten,Sub Tipe Konten,Jumlah Foto
378,unslibrary,https://www.tiktok.com/@unslibrary/video/7349076454954798341?is_from_webapp=1&sender_device=pc,Video,22-Mar-2024,0:00:20,3095,124,0,12,14,Ruang,Informational,Suasana Perpustakaan,
409,perpusulm,https://www.tiktok.com/@perpusulm/video/7271077104161131781?is_from_webapp=1&sender_device=pc,Video,25-Aug-2023,0:00:28,3181,37,0,3,10,Ruang,Informational,Suasana Perpustakaan,
541,perpustakaanipdn,https://www.tiktok.com/@perpustakaanipdn/video/7364752574097952005?is_from_webapp=1&sender_device=pc,Video,3-May-2024,0:00:15,6711,1582,2,34,10,Ruang,Entertaining,Suasana Perpustakaan,
542,perpustakaanipdn,https://www.tiktok.com/@perpustakaanipdn/video/7364617798456200454?is_from_webapp=1&sender_device=pc,Video,3-May-2024,0:00:31,520,45,0,8,0,Ruang,Entertaining,Suasana Perpustakaan,
554,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7408387499527048453?is_from_webapp=1&sender_device=pc,Video,29-Aug-2024,0:00:08,399,5,0,1,0,Ruang,Entertaining,Suasana Perpustakaan,
595,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7345703597746752773?is_from_webapp=1&sender_device=pc,Video,13-Mar-2024,0:00:36,316,14,0,0,6,Ruang,Entertaining,Suasana Perpustakaan,
606,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7311582444438768902?is_from_webapp=1&sender_device=pc,Video,12-Dec-2023,0:00:18,403,17,2,0,0,Ruang,Entertaining,Suasana Perpustakaan,
615,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7288153245514501382?is_from_webapp=1&sender_device=pc,Video,10-Oct-2023,0:00:53,4803,58,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
748,ui_library,https://www.tiktok.com/@ui_library/video/7334639032451845382?is_from_webapp=1&sender_device=pc,Video,12-Feb-2024,0:00:33,1277,60,3,4,2,Ruang,Entertaining,Suasana Perpustakaan,
766,ui_library,https://www.tiktok.com/@ui_library/video/7008163443278712091?is_from_webapp=1&sender_device=pc,Video,15-Sep-2021,0:00:15,5830,193,5,29,61,Ruang,Entertaining,Suasana Perpustakaan,
783,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7431173519599422725?is_from_webapp=1&sender_device=pc,Video,29-Oct-2024,0:00:57,921,35,3,2,2,Ruang,Entertaining,Suasana Perpustakaan,
793,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7419239443359370502?is_from_webapp=1&sender_device=pc,Video,27-Sep-2024,0:00:27,722,22,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
794,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7418131310574767365?is_from_webapp=1&sender_device=pc,Video,24-Sep-2024,0:00:15,287,15,5,0,0,Ruang,Entertaining,Suasana Perpustakaan,
798,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7414713972777176325?is_from_webapp=1&sender_device=pc,Video,15-Sep-2024,0:00:22,352,29,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
800,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7411451441342057734?is_from_webapp=1&sender_device=pc,Video,6-Sep-2024,0:00:36,309,13,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
801,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7410047165894069510?is_from_webapp=1&sender_device=pc,Video,2-Sep-2024,0:00:20,282,9,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
805,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7403648528196652306?is_from_webapp=1&sender_device=pc,Video,16-Aug-2024,0:00:36,553,17,4,0,0,Ruang,Entertaining,Suasana Perpustakaan,
813,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7369511543450520849?is_from_webapp=1&sender_device=pc,Video,16-May-2024,0:00:30,907,27,0,1,1,Ruang,Entertaining,Suasana Perpustakaan,
817,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7358298537135836421?is_from_webapp=1&sender_device=pc,Video,16-Apr-2024,0:00:20,1363,39,3,2,5,Ruang,Entertaining,Suasana Perpustakaan,
830,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7276673699581857030?is_from_webapp=1&sender_device=pc,Video,9-Sep-2023,0:01:12,621,20,0,1,2,Ruang,Entertaining,Suasana Perpustakaan,
841,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7179043552939347227?is_from_webapp=1&sender_device=pc,Video,20-Dec-2022,0:00:10,1070,28,0,1,2,Ruang,Entertaining,Suasana Perpustakaan,
850,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7157220655069416731?is_from_webapp=1&sender_device=pc,Video,22-Oct-2022,0:00:30,341,14,0,0,4,Ruang,Entertaining,Suasana Perpustakaan,
851,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7156032384914230554?is_from_webapp=1&sender_device=pc,Video,19-Oct-2022,0:00:16,2401,28,0,7,8,Ruang,Informational,Suasana Perpustakaan,
852,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7155787071284694299?is_from_webapp=1&sender_device=pc,Video,18-Oct-2022,0:00:35,375,11,0,0,0,Ruang,Informational,Suasana Perpustakaan,
870,usulibrary,https://www.tiktok.com/@usulibrary/video/7229277094855986459?is_from_webapp=1&sender_device=pc,Video,4-May-2023,0:00:25,228,2,0,0,2,Ruang,Entertaining,Suasana Perpustakaan,
913,perpusums,https://www.tiktok.com/@perpusums/video/7097514595371273499?is_from_webapp=1&sender_device=pc,Video,14-May-2022,0:00:13,180,3,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
915,perpusums,https://www.tiktok.com/@perpusums/video/7090784301431721243?is_from_webapp=1&sender_device=pc,Video,26-Apr-2022,0:00:13,139,4,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
927,perpusums,https://www.tiktok.com/@perpusums/video/7041067848118062363?is_from_webapp=1&sender_device=pc,Video,13-Dec-2021,0:00:20,200,15,2,1,2,Ruang,Entertaining,Suasana Perpustakaan,
933,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7431828505878449415?is_from_webapp=1&sender_device=pc,Video,31-Oct-2024,0:00:23,20,6,0,0,0,Ruang,Informational,Suasana Perpustakaan,
934,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7431449627972439314?is_from_webapp=1&sender_device=pc,Foto,30-Oct-2024,0:00:00,216,9,0,0,0,Ruang,Informational,Suasana Perpustakaan,1
943,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7413611017671855366?is_from_webapp=1&sender_device=pc,Video,12-Sep-2024,0:00:17,223,6,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
946,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7398037070494567686?is_from_webapp=1&sender_device=pc,Video,1-Aug-2024,0:00:38,349,10,0,0,0,Ruang,Informational,Suasana Perpustakaan,
949,uncenlibrary,https://www.tiktok.com/@uncenlibrary/photo/7378844247035858182?is_from_webapp=1&sender_device=pc,Foto,10-Jun-2024,0:00:00,721,24,0,0,4,Ruang,Informational,Suasana Perpustakaan,5
965,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7351236243205672198?is_from_webapp=1&sender_device=pc,Video,28-Mar-2024,0:02:40,156,5,0,0,0,Ruang,Informational,Suasana Perpustakaan,
966,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7345663334475123973?is_from_webapp=1&sender_device=pc,Video,13-Mar-2024,0:00:17,48,6,0,0,0,Ruang,Informational,Suasana Perpustakaan,
967,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7340167195424460038?is_from_webapp=1&sender_device=pc,Video,27-Feb-2024,0:00:24,917,24,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
973,uncenlibrary,https://www.tiktok.com/@uncenlibrary/video/7332734786269744390?is_from_webapp=1&sender_device=pc,Video,7-Feb-2024,0:00:28,137,13,0,0,0,Ruang,Informational,Suasana Perpustakaan,
984,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7376847743207197957?is_from_webapp=1&sender_device=pc,Video,5-Jun-2024,0:00:18,377,11,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
985,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7375951249000107270?is_from_webapp=1&sender_device=pc,Video,2-Jun-2024,0:00:18,224,5,0,0,1,Ruang,Entertaining,Suasana Perpustakaan,
987,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7370544673070304517?is_from_webapp=1&sender_device=pc,Video,19-May-2024,0:00:39,496,28,2,0,1,Ruang,Entertaining,Suasana Perpustakaan,
993,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7280865563327417605?is_from_webapp=1&sender_device=pc,Video,20-Sep-2023,0:00:38,280,7,1,0,0,Ruang,Entertaining,Suasana Perpustakaan,
997,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7267379814674222342?is_from_webapp=1&sender_device=pc,Video,15-Aug-2023,0:00:59,283,7,0,0,1,Ruang,Entertaining,Suasana Perpustakaan,
1003,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7246599177570962694?is_from_webapp=1&sender_device=pc,Video,20-Jun-2023,0:00:15,189,11,0,0,1,Ruang,Entertaining,Suasana Perpustakaan,
1010,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7424320817929964806?is_from_webapp=1&sender_device=pc,Video,11-Oct-2024,0:00:29,543,7,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1012,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7416527201031556357?is_from_webapp=1&sender_device=pc,Video,20-Sep-2024,0:00:46,625,4,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1021,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7390263900048051461?is_from_webapp=1&sender_device=pc,Video,11-Jul-2024,0:00:22,76,2,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1027,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7324978635524410629?is_from_webapp=1&sender_device=pc,Video,17-Jan-2024,0:00:25,369,2,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1028,perpustakaan.pnm,https://www.tiktok.com/@perpustakaan.pnm/video/7321550316569201925?is_from_webapp=1&sender_device=pc,Video,8-Jan-2024,0:00:16,138,1,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1031,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7454469004351114502?is_from_webapp=1&sender_device=pc,Video,31-Dec-2024,0:03:20,449,13,1,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1033,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7434461053787933960?is_from_webapp=1&sender_device=pc,Video,7-Nov-2024,0:01:35,362,8,0,0,0,Ruang,Informational,Suasana Perpustakaan,
1035,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7433707804906491144?is_from_webapp=1&sender_device=pc,Video,5-Nov-2024,0:00:54,19800,482,21,23,108,Ruang,Informational,Suasana Perpustakaan,
1038,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7424461554151738629?is_from_webapp=1&sender_device=pc,Video,11-Oct-2024,0:00:14,817,12,0,0,2,Ruang,Informational,Suasana Perpustakaan,
1039,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7424059690327362823?is_from_webapp=1&sender_device=pc,Video,10-Oct-2024,0:01:23,615,2,0,0,0,Ruang,Informational,Suasana Perpustakaan,
1040,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7423686083185265938?is_from_webapp=1&sender_device=pc,Video,9-Oct-2024,0:01:02,904,5,0,0,0,Ruang,Informational,Suasana Perpustakaan,
1041,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/video/7423304912307571975?is_from_webapp=1&sender_device=pc,Video,8-Oct-2024,0:00:49,1038,16,0,0,3,Ruang,Informational,Suasana Perpustakaan,
1042,perpustakaan_usk,https://www.tiktok.com/@perpustakaan_usk/photo/7422997210914229510?is_from_webapp=1&sender_device=pc,Foto,7-Oct-2024,0:00:00,861,6,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,2
1069,perpustakaan_uma,https://www.tiktok.com/@perpustakaan_uma/video/7261831393376832773?is_from_webapp=1&sender_device=pc,Video,31-Jul-2023,0:00:28,447,10,0,1,1,Ruang,Entertaining,Suasana Perpustakaan,
1153,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7399569485251841286?is_from_webapp=1&sender_device=pc,Video,5-Aug-2024,0:00:42,140,2,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1167,lib.unand,https://www.tiktok.com/@lib.unand/video/7395872918946827525?is_from_webapp=1&sender_device=pc,Video,26-Jul-2024,0:01:12,825,8,0,0,1,Ruang,Entertaining,Suasana Perpustakaan,
1168,lib.unand,https://www.tiktok.com/@lib.unand/video/7395501510714477830?is_from_webapp=1&sender_device=pc,Video,25-Jul-2024,0:01:02,767,9,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1169,lib.unand,https://www.tiktok.com/@lib.unand/video/7394739789695667462?is_from_webapp=1&sender_device=pc,Video,23-Jul-2024,0:00:41,400,9,0,0,1,Ruang,Entertaining,Suasana Perpustakaan,
1170,lib.unand,https://www.tiktok.com/@lib.unand/video/7394648145642261766?is_from_webapp=1&sender_device=pc,Video,23-Jul-2024,0:00:36,333,4,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1171,lib.unand,https://www.tiktok.com/@lib.unand/video/7393254558266412296?is_from_webapp=1&sender_device=pc,Video,19-Jul-2024,0:00:38,798,9,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1172,lib.unand,https://www.tiktok.com/@lib.unand/video/7392899029463469320?is_from_webapp=1&sender_device=pc,Video,18-Jul-2024,0:00:31,723,20,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1173,lib.unand,https://www.tiktok.com/@lib.unand/video/7392524242471963922?is_from_webapp=1&sender_device=pc,Video,17-Jul-2024,0:00:40,3154,19,0,1,4,Ruang,Entertaining,Suasana Perpustakaan,
1192,lib.unand,https://www.tiktok.com/@lib.unand/video/7268580210977574149?is_from_webapp=1&sender_device=pc,Video,18-Aug-2023,0:00:13,7063,89,6,5,5,Ruang,Entertaining,Suasana Perpustakaan,
1207,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7439257203153980728?is_from_webapp=1&sender_device=pc,Foto,20-Nov-2024,0:00:00,542,3,0,1,0,Ruang,Entertaining,Suasana Perpustakaan,3
1208,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7439152819866766648?is_from_webapp=1&sender_device=pc,Foto,20-Nov-2024,0:00:00,557,6,0,1,0,Ruang,Entertaining,Suasana Perpustakaan,4
1236,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/photo/7431421935961017606?is_from_webapp=1&sender_device=pc,Foto,30-Oct-2024,0:00:00,276,9,0,2,0,Ruang,Entertaining,Suasana Perpustakaan,3
1237,perpustakaanunikhams,https://www.tiktok.com/@perpustakaanunikhams/video/7428863047831260421?is_from_webapp=1&sender_device=pc,Video,23-Oct-2024,0:00:17,298,11,1,2,2,Ruang,Entertaining,Suasana Perpustakaan,
1329,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7089655902810148122?is_from_webapp=1&sender_device=pc,Video,23-Apr-2022,0:00:45,79,2,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1341,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7052895479557901595?is_from_webapp=1&sender_device=pc,Video,14-Jan-2022,0:00:47,53,2,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1357,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7010665866626911515?is_from_webapp=1&sender_device=pc,Video,22-Sep-2021,0:00:14,103,6,1,1,2,Ruang,Relational,Suasana Perpustakaan,
1367,uptperpustakaan,https://www.tiktok.com/@uptperpustakaan/video/7443694618564201736?is_from_webapp=1&sender_device=pc,Video,2-Dec-2024,0:00:11,953,30,0,2,1,Ruang,Informational,Suasana Perpustakaan,
1381,uptperpustakaan,https://www.tiktok.com/@uptperpustakaan/video/7407657743806369041?is_from_webapp=1&sender_device=pc,Video,27-Aug-2024,0:00:50,607,12,0,0,3,Ruang,Entertaining,Suasana Perpustakaan,
1389,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7433817881651039489?is_from_webapp=1&sender_device=pc,Video,5-Nov-2024,0:01:37,59,9,0,0,0,Ruang,Informational,Suasana Perpustakaan,
1404,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7417743031643770130?is_from_webapp=1&sender_device=pc,Video,23-Sep-2024,0:00:37,34,6,0,0,0,Ruang,Informational,Suasana Perpustakaan,
1410,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7417690980381363461?is_from_webapp=1&sender_device=pc,Video,23-Sep-2024,0:00:38,238,8,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1411,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7417681486528204050?is_from_webapp=1&sender_device=pc,Video,23-Sep-2024,0:00:23,24,6,0,0,0,Ruang,Entertaining,Suasana Perpustakaan,
1438,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7373886043596131590?is_from_webapp=1&sender_device=pc,Video,28-May-2024,0:00:14,417,5,0,0,1,Ruang,Informational,Suasana Perpustakaan,
1442,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7361646048743345413?is_from_webapp=1&sender_device=pc,Video,25-Apr-2024,0:00:35,825,16,0,0,3,Ruang,Entertaining,Suasana Perpustakaan,
83,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7325404562901273862?is_from_webapp=1&sender_device=pc,Video,18-Jan-2024,0:00:23,4464,52,0,3,3,Ruang,Informational,Tur Perpustakaan,
198,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7442298297231953172?is_from_webapp=1&sender_device=pc,Video,28-Nov-2024,0:00:23,1542,37,0,0,1,Ruang,Entertaining,Tur Perpustakaan,
312,ublibrary,https://www.tiktok.com/@ublibrary/video/7280764007315705093?is_from_webapp=1&sender_device=pc,Video,20-Sep-2023,0:00:21,7850,211,13,5,21,Ruang,Entertaining,Tur Perpustakaan,
410,perpusulm,https://www.tiktok.com/@perpusulm/video/7270699840173100293?is_from_webapp=1&sender_device=pc,Video,24-Aug-2023,0:00:46,4688,64,1,13,35,Ruang,Informational,Tur Perpustakaan,
498,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7132036662045003034?is_from_webapp=1&sender_device=pc,Video,15-Aug-2022,0:00:32,4195,30,0,4,2,Ruang,Entertaining,Tur Perpustakaan,
731,usakti_library,https://www.tiktok.com/@usakti_library/video/7282973418536963334?is_from_webapp=1&sender_device=pc,Video,26-Sep-2023,0:01:47,8460,74,3,4,4,Ruang,Informational,Tur Perpustakaan,
782,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7436312046578191671?is_from_webapp=1&sender_device=pc,Video,12-Nov-2024,0:00:58,797,21,4,1,1,Ruang,Informational,Tur Perpustakaan,
861,usulibrary,https://www.tiktok.com/@usulibrary/video/7352729518794083590?is_from_webapp=1&sender_device=pc,Video,1-Apr-2024,0:02:07,412,9,0,0,0,Ruang,Informational,Tur Perpustakaan,
923,perpusums,https://www.tiktok.com/@perpusums/video/7049215844269706523?is_from_webapp=1&sender_device=pc,Video,4-Jan-2022,0:00:49,142,5,0,0,0,Ruang,Informational,Tur Perpustakaan,
924,perpusums,https://www.tiktok.com/@perpusums/video/7046275914912566554?is_from_webapp=1&sender_device=pc,Video,27-Dec-2021,0:00:45,129,6,0,0,1,Ruang,Informational,Tur Perpustakaan,
925,perpusums,https://www.tiktok.com/@perpusums/video/7044718342778785051?is_from_webapp=1&sender_device=pc,Video,23-Dec-2021,0:00:20,155,5,0,0,1,Ruang,Informational,Tur Perpustakaan,
1001,perpustakaanuaa,https://www.tiktok.com/@perpustakaanuaa/video/7246753089150078214?is_from_webapp=1&sender_device=pc,Video,20-Jun-2023,0:00:27,41,3,1,1,0,Ruang,Informational,Tur Perpustakaan,
1166,lib.unand,https://www.tiktok.com/@lib.unand/video/7414786265607867654?is_from_webapp=1&sender_device=pc,Video,15-Sep-2024,0:01:12,889,21,0,3,3,Ruang,Informational,Tur Perpustakaan,
1272,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7343888338195188998?is_from_webapp=1&sender_device=pc,Video,8-Mar-2024,0:00:53,825,18,0,1,0,Ruang,Entertaining,Tur Perpustakaan,
1297,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7242876138287058194?is_from_webapp=1&sender_device=pc,Video,10-Jun-2023,0:01:00,432,10,0,0,0,Ruang,Informational,Tur Perpustakaan,
1299,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7235832287395433734?is_from_webapp=1&sender_device=pc,Video,22-May-2023,0:01:00,464,5,0,1,0,Ruang,Informational,Tur Perpustakaan,
1301,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7197275392984550682?is_from_webapp=1&sender_device=pc,Video,7-Feb-2023,0:01:00,914,14,0,0,0,Ruang,Informational,Tur Perpustakaan,
1304,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7188336972480449818?is_from_webapp=1&sender_device=pc,Video,14-Jan-2023,0:00:58,272,47,0,1,1,Ruang,Informational,Tur Perpustakaan,
1319,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7106404525061311771?is_from_webapp=1&sender_device=pc,Video,7-Jun-2022,0:00:52,135,2,0,0,0,Ruang,Entertaining,Tur Perpustakaan,
1322,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7104860405742292251?is_from_webapp=1&sender_device=pc,Video,3-Jun-2022,0:00:44,80,4,0,0,0,Ruang,Informational,Tur Perpustakaan,
1324,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7104639081954430235?is_from_webapp=1&sender_device=pc,Video,2-Jun-2022,0:00:58,374,5,0,0,0,Ruang,Informational,Tur Perpustakaan,
3,perpustakaanunmuhjember,https://www.tiktok.com/@perpusunmuhjember/video/7368826089717812485?is_from_webapp=1&sender_device=pc,Video,14-May-2024,0:01:56,409500,10500,348,8452,3267,Tutorial dan Panduan,Informational,Panduan Alat Penunjang Tugas Mahasiswa,
4,perpustakaanunmuhjember,https://www.tiktok.com/@perpusunmuhjember/video/7359135849721744645?is_from_webapp=1&sender_device=pc,Video,18-Apr-2024,0:01:26,5300000,203900,2267,159300,43000,Tutorial dan Panduan,Informational,Panduan Alat Penunjang Tugas Mahasiswa,
675,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7116773592834084122?is_from_webapp=1&sender_device=pc,Video,5-Jul-2022,0:00:53,136,5,1,1,9,Tutorial dan Panduan,Informational,Panduan Alat Penunjang Tugas Mahasiswa,
